cluster,manual_annotation,intracluster_corr,cluster_size,cluster_gene_size,cluster_member,rest_count,stim8hr_count,stim48hr_count,cluster_member_with_condition,complex_corum,overlap_genes_corum,overlap_fraction_corum,raw_p_value_corum,complex_size_corum,overlap_size_corum,cluster_size_corum,fdr_corum,complex_stringdb,overlap_genes_stringdb,overlap_fraction_stringdb,raw_p_value_stringdb,complex_size_stringdb,overlap_size_stringdb,cluster_size_stringdb,fdr_stringdb,best_described_by,complex_kegg,overlap_genes_kegg,overlap_fraction_kegg,raw_p_value_kegg,complex_size_kegg,overlap_size_kegg,cluster_size_kegg,fdr_kegg,complex_reactome,overlap_genes_reactome,overlap_fraction_reactome,raw_p_value_reactome,complex_size_reactome,overlap_size_reactome,cluster_size_reactome,fdr_reactome,corr_rest,corr_stim8hr,corr_stim48hr,corr_shared,condition_specificity
72,unknown,0.18615487,4,4,"['RTTN', 'CCAR1', 'EIF3L', 'BRD7']",4,0,0,"['RTTN_Rest', 'CCAR1_Rest', 'EIF3L_Rest', 'BRD7_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,4,1,CL:39184,[],0,1,7,0,4,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,4,1,0.248206493,0.075050261,0.034198618,0.035390861,Rest
73,translation initiation,0.11787132,7,3,"['PRRC2A', 'EIF4A1', 'EIF3H']",2,3,2,"['PRRC2A_Stim8hr', 'EIF4A1_Stim8hr', 'EIF3H_Rest', 'EIF3H_Stim48hr', 'EIF4A1_Rest', 'PRRC2A_Stim48hr', 'EIF3H_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,3,1,CL:455,"['EIF4A1', 'EIF3H']",0.666666667,0.000603605,27,2,3,1,"Eukaryotic 43S preinitiation complex, and Eukaryotic translation initiation factor 4F complex",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,3,1,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,"['EIF4A1', 'EIF3H']",0.666666667,0.003007452,60,2,3,1,0.041495116,0.073945953,0.103354162,0.053846482,across_condition
74,unknown,0.260503544,11,11,"['DRAP1', 'HSDL2', 'WDR54', 'MMAB', 'FBXL15', 'DEFA6', 'CARD6', 'DCAKD', 'FHL1', 'H2BC10', 'UBE2E2']",0,0,11,"['DRAP1_Stim48hr', 'HSDL2_Stim48hr', 'WDR54_Stim48hr', 'MMAB_Stim48hr', 'FBXL15_Stim48hr', 'DEFA6_Stim48hr', 'CARD6_Stim48hr', 'DCAKD_Stim48hr', 'FHL1_Stim48hr', 'H2BC10_Stim48hr', 'UBE2E2_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,11,1,CL:39184,[],0,1,7,0,11,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,11,1,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,"['DCAKD', 'MMAB']",0.181818182,0.165751113,125,2,11,1,0.225857347,0.319560877,0.286553899,0.112902831,across_condition
75,unknown,0.247670787,4,4,"['PTPA', 'ENO3', 'UGDH', 'RASA2']",4,0,0,"['PTPA_Rest', 'ENO3_Rest', 'UGDH_Rest', 'RASA2_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,4,1,CL:39184,[],0,1,7,0,4,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,4,1,0.330227716,0.123083873,0.057215501,0.074355333,Rest
76,EMC complex,0.152865547,78,78,"['ADAM19', 'ZNF574', 'SP100', 'NKX2-3', 'RRM2B', 'DIS3', 'YTHDF2', 'CNOT10', 'UBE2N', 'NXT1', 'PLEKHA5', 'HMGN5', 'SINHCAF', 'YME1L1', 'RASGRP1', 'PACS2', 'DDX42', 'DNTTIP1', 'SRRD', 'POGZ', 'BLZF1', 'POLDIP3', 'ZNF92', 'ADNP2', 'PRPF39', 'EMC7', 'PSMF1', 'TRIP12', 'ZNF641', 'SCAP', 'DEK', 'RNFT2', 'PHF8', 'LTB4R', 'LZTS1', 'DDX39B', 'ING3', 'ARHGAP30', 'PCBP1', 'TMEM167A', 'PPP1R2', 'EIF4B', 'HAX1', 'ACYP2', 'MBTPS1', 'EIF3L', 'TARDBP', 'PDLIM2', 'NCDN', 'EZH2', 'EMC3', 'DGKZ', 'SCD', 'ACSL1', 'AEBP2', 'DDX17', 'CD5', 'MAPRE3', 'PPCDC', 'KHDRBS1', 'UBAP2L', 'RBM5', 'PPIH', 'PELO', 'E2F4', 'EMC4', 'TIPRL', 'EMC6', 'EMC2', 'GTF3C5', 'TFG', 'MMGT1', 'TPST2', 'ZC3HC1', 'EXOC7', 'CNOT4', 'SPRING1', 'EXOC1']",0,0,78,"['ADAM19_Stim48hr', 'ZNF574_Stim48hr', 'SP100_Stim48hr', 'NKX2-3_Stim48hr', 'RRM2B_Stim48hr', 'DIS3_Stim48hr', 'YTHDF2_Stim48hr', 'CNOT10_Stim48hr', 'UBE2N_Stim48hr', 'NXT1_Stim48hr', 'PLEKHA5_Stim48hr', 'HMGN5_Stim48hr', 'SINHCAF_Stim48hr', 'YME1L1_Stim48hr', 'RASGRP1_Stim48hr', 'PACS2_Stim48hr', 'DDX42_Stim48hr', 'DNTTIP1_Stim48hr', 'SRRD_Stim48hr', 'POGZ_Stim48hr', 'BLZF1_Stim48hr', 'POLDIP3_Stim48hr', 'ZNF92_Stim48hr', 'ADNP2_Stim48hr', 'PRPF39_Stim48hr', 'EMC7_Stim48hr', 'PSMF1_Stim48hr', 'TRIP12_Stim48hr', 'ZNF641_Stim48hr', 'SCAP_Stim48hr', 'DEK_Stim48hr', 'RNFT2_Stim48hr', 'PHF8_Stim48hr', 'LTB4R_Stim48hr', 'LZTS1_Stim48hr', 'DDX39B_Stim48hr', 'ING3_Stim48hr', 'ARHGAP30_Stim48hr', 'PCBP1_Stim48hr', 'TMEM167A_Stim48hr', 'PPP1R2_Stim48hr', 'EIF4B_Stim48hr', 'HAX1_Stim48hr', 'ACYP2_Stim48hr', 'MBTPS1_Stim48hr', 'EIF3L_Stim48hr', 'TARDBP_Stim48hr', 'PDLIM2_Stim48hr', 'NCDN_Stim48hr', 'EZH2_Stim48hr', 'EMC3_Stim48hr', 'DGKZ_Stim48hr', 'SCD_Stim48hr', 'ACSL1_Stim48hr', 'AEBP2_Stim48hr', 'DDX17_Stim48hr', 'CD5_Stim48hr', 'MAPRE3_Stim48hr', 'PPCDC_Stim48hr', 'KHDRBS1_Stim48hr', 'UBAP2L_Stim48hr', 'RBM5_Stim48hr', 'PPIH_Stim48hr', 'PELO_Stim48hr', 'E2F4_Stim48hr', 'EMC4_Stim48hr', 'TIPRL_Stim48hr', 'EMC6_Stim48hr', 'EMC2_Stim48hr', 'GTF3C5_Stim48hr', 'TFG_Stim48hr', 'MMGT1_Stim48hr', 'TPST2_Stim48hr', 'ZC3HC1_Stim48hr', 'EXOC7_Stim48hr', 'CNOT4_Stim48hr', 'SPRING1_Stim48hr', 'EXOC1_Stim48hr']",ER membrane protein complex (EMC8),"['EMC3', 'MMGT1', 'EMC6', 'EMC2', 'EMC7', 'EMC4']",0.076923077,3.42E-07,9,6,78,0.004361333,CL:1721,"['MMGT1', 'EMC6', 'EMC2', 'EMC7', 'EMC4']",0.064102564,6.64E-07,6,5,78,0.003730919,EMC complex,KEGG_RNA_DEGRADATION,"['CNOT4', 'DIS3', 'CNOT10']",0.038461538,0.453995611,59,3,78,1,REACTOME_DEADENYLATION_OF_MRNA,"['CNOT4', 'EIF4B', 'CNOT10']",0.038461538,0.084135183,25,3,78,1,0.033634522,0.03793624,0.154850814,0.023850552,Stim48hr
77,unknown,0.252692306,84,84,"['TIMM10', 'HOXC10', 'TMEM33', 'GCN1', 'DDIT4', 'RASL11A', 'RIPK1', 'SMAD3', 'NSUN6', 'SLTM', 'FRS3', 'ATG9A', 'WNT9A', 'PMPCB', 'MAU2', 'UTP23', 'ADCY4', 'BZW2', 'SRSF6', 'FKBP2', 'H3C11', 'RIC8A', 'ZNF785', 'RP9', 'KAT7', 'AKR1C1', 'ST7L', 'LBH', 'NRBP1', 'GGA3', 'DSEL', 'DDA1', 'RXRG', 'SP3', 'NKX2-2', 'LRRC8A', 'RC3H1', 'SLC4A7', 'ORC6', 'PDCD10', 'ITPR1', 'GNAS', 'DOP1B', 'UBA5', 'PAN3', 'PARK7', 'FN3K', 'ARID2', 'HNRNPD', 'DCK', 'RB1CC1', 'SLC25A27', 'GOLGA8N', 'SBDS', 'RXRB', 'CTH', 'INSIG1', 'GDF11', 'MBD2', 'ZC3H12A', 'UBE2V2', 'TSC1', 'DAPK2', 'NIPBL', 'JOSD2', 'BMP8A', 'MOV10', 'SERGEF', 'TSC2', 'PDCL', 'CBFB', 'THRA', 'EIF3K', 'TM2D1', 'EXOSC6', 'SRA1', 'PSMC1', 'ATG14', 'TTC4', 'RAF1', 'PTPN1', 'TP53', 'ZCWPW1', 'ARL1']",0,0,84,"['TIMM10_Stim48hr', 'HOXC10_Stim48hr', 'TMEM33_Stim48hr', 'GCN1_Stim48hr', 'DDIT4_Stim48hr', 'RASL11A_Stim48hr', 'RIPK1_Stim48hr', 'SMAD3_Stim48hr', 'NSUN6_Stim48hr', 'SLTM_Stim48hr', 'FRS3_Stim48hr', 'ATG9A_Stim48hr', 'WNT9A_Stim48hr', 'PMPCB_Stim48hr', 'MAU2_Stim48hr', 'UTP23_Stim48hr', 'ADCY4_Stim48hr', 'BZW2_Stim48hr', 'SRSF6_Stim48hr', 'FKBP2_Stim48hr', 'H3C11_Stim48hr', 'RIC8A_Stim48hr', 'ZNF785_Stim48hr', 'RP9_Stim48hr', 'KAT7_Stim48hr', 'AKR1C1_Stim48hr', 'ST7L_Stim48hr', 'LBH_Stim48hr', 'NRBP1_Stim48hr', 'GGA3_Stim48hr', 'DSEL_Stim48hr', 'DDA1_Stim48hr', 'RXRG_Stim48hr', 'SP3_Stim48hr', 'NKX2-2_Stim48hr', 'LRRC8A_Stim48hr', 'RC3H1_Stim48hr', 'SLC4A7_Stim48hr', 'ORC6_Stim48hr', 'PDCD10_Stim48hr', 'ITPR1_Stim48hr', 'GNAS_Stim48hr', 'DOP1B_Stim48hr', 'UBA5_Stim48hr', 'PAN3_Stim48hr', 'PARK7_Stim48hr', 'FN3K_Stim48hr', 'ARID2_Stim48hr', 'HNRNPD_Stim48hr', 'DCK_Stim48hr', 'RB1CC1_Stim48hr', 'SLC25A27_Stim48hr', 'GOLGA8N_Stim48hr', 'SBDS_Stim48hr', 'RXRB_Stim48hr', 'CTH_Stim48hr', 'INSIG1_Stim48hr', 'GDF11_Stim48hr', 'MBD2_Stim48hr', 'ZC3H12A_Stim48hr', 'UBE2V2_Stim48hr', 'TSC1_Stim48hr', 'DAPK2_Stim48hr', 'NIPBL_Stim48hr', 'JOSD2_Stim48hr', 'BMP8A_Stim48hr', 'MOV10_Stim48hr', 'SERGEF_Stim48hr', 'TSC2_Stim48hr', 'PDCL_Stim48hr', 'CBFB_Stim48hr', 'THRA_Stim48hr', 'EIF3K_Stim48hr', 'TM2D1_Stim48hr', 'EXOSC6_Stim48hr', 'SRA1_Stim48hr', 'PSMC1_Stim48hr', 'ATG14_Stim48hr', 'TTC4_Stim48hr', 'RAF1_Stim48hr', 'PTPN1_Stim48hr', 'TP53_Stim48hr', 'ZCWPW1_Stim48hr', 'ARL1_Stim48hr']",TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.023809524,0.002016346,2,2,84,1,CL:14652,"['TSC1', 'TSC2']",0.023809524,0.036507837,7,2,84,1,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",KEGG_THYROID_CANCER,"['RXRG', 'RXRB', 'TP53']",0.035714286,0.139981529,29,3,84,1,REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION,"['SMAD3', 'TP53']",0.023809524,0.036507837,7,2,84,1,0.044033366,0.035389746,0.255736792,0.041339332,Stim48hr
78,unknown,0.264239663,32,31,"['ZNF148', 'PCBP2', 'HPS1', 'MLKL', 'RAB21', 'LAT2', 'DAP', 'PUM1', 'HSPH1', 'INSR', 'ZMYM2', 'RAD50', 'ZNF649', 'IGF2', 'ZMAT1', 'ATM', 'TNNC1', 'MPG', 'SEC14L2', 'CCDC12', 'UBXN1', 'CLDN5', 'TMEM86A', 'KPNA1', 'SMIM7', 'SHLD1', 'RHOF', 'NAA40', 'IL4I1', 'IL21', 'USP28']",0,1,31,"['ZNF148_Stim48hr', 'PCBP2_Stim48hr', 'HPS1_Stim48hr', 'MLKL_Stim48hr', 'RAB21_Stim48hr', 'LAT2_Stim48hr', 'DAP_Stim48hr', 'PUM1_Stim48hr', 'HSPH1_Stim48hr', 'INSR_Stim48hr', 'ZMYM2_Stim48hr', 'RAD50_Stim48hr', 'ZNF649_Stim48hr', 'IGF2_Stim48hr', 'ZMAT1_Stim48hr', 'ATM_Stim48hr', 'TNNC1_Stim48hr', 'MPG_Stim48hr', 'SEC14L2_Stim48hr', 'CCDC12_Stim48hr', 'UBXN1_Stim48hr', 'CLDN5_Stim48hr', 'TMEM86A_Stim48hr', 'KPNA1_Stim48hr', 'SMIM7_Stim48hr', 'SHLD1_Stim48hr', 'RHOF_Stim48hr', 'NAA40_Stim48hr', 'IL4I1_Stim48hr', 'IL21_Stim48hr', 'USP28_Stim48hr', 'ZNF148_Stim8hr']",MDC1-MRN-ATM-FANCD2 complex,"['ATM', 'RAD50']",0.064516129,0.003869333,6,2,31,1,CL:6195,"['ATM', 'RAD50']",0.064516129,0.015995496,12,2,31,1,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,31,1,REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS,"['ATM', 'RAD50']",0.064516129,0.003869333,6,2,31,1,0.152270715,0.172002716,0.278448779,0.121569602,across_condition
79,Th17 differentiation,0.177683816,6,6,"['IRF4', 'BATF', 'IPMK', 'NUP188', 'STAT3', 'JUNB']",0,6,0,"['IRF4_Stim8hr', 'BATF_Stim8hr', 'IPMK_Stim8hr', 'NUP188_Stim8hr', 'STAT3_Stim8hr', 'JUNB_Stim8hr']",BCL6-HDAC4 complex,[],0,1,2,0,6,1,CL:20735,"['BATF', 'IRF4']",0.333333333,8.64E-05,5,2,6,0.240111971,"T-helper 17 cell lineage commitment, and Regulation of TP53 Expression",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,6,1,REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,"['JUNB', 'IRF4', 'STAT3']",0.5,0.000117574,35,3,6,0.263400445,0.304919866,0.213220579,0.184010658,0.0993039,across_condition
80,unknown,0.126226952,43,41,"['FAM20B', 'BRD1', 'ZC3H10', 'RPS19', 'MSL2', 'SND1', 'ARID1A', 'IBA57', 'KLF2', 'IRF2', 'UGDH', 'TBX21', 'EXOC4', 'PGAM1', 'TFAP4', 'GOLGA8A', 'FLI1', 'MBTPS1', 'LRRC25', 'YY1', 'STAT5B', 'GET3', 'EGR2', 'RASA2', 'GNAS', 'IMMP1L', 'FBXO11', 'BCL3', 'CERT1', 'FLAD1', 'MLST8', 'GET1', 'OGT', 'PMVK', 'BHLHE40', 'EXOC7', 'CNOT4', 'EIPR1', 'CUL4B', 'ITSN1', 'GJC1']",1,41,1,"['FAM20B_Stim8hr', 'BRD1_Stim8hr', 'ZC3H10_Stim8hr', 'RPS19_Stim8hr', 'MSL2_Stim8hr', 'SND1_Stim8hr', 'ARID1A_Stim8hr', 'IBA57_Stim8hr', 'KLF2_Stim8hr', 'IRF2_Stim8hr', 'UGDH_Stim8hr', 'TBX21_Stim8hr', 'EXOC4_Stim8hr', 'PGAM1_Stim8hr', 'TFAP4_Stim8hr', 'GOLGA8A_Stim8hr', 'FLI1_Stim8hr', 'MBTPS1_Stim8hr', 'LRRC25_Stim8hr', 'YY1_Stim8hr', 'STAT5B_Stim8hr', 'GET3_Stim8hr', 'EGR2_Stim8hr', 'IRF2_Rest', 'RASA2_Stim8hr', 'GNAS_Stim8hr', 'IMMP1L_Stim8hr', 'FBXO11_Stim8hr', 'BCL3_Stim8hr', 'CERT1_Stim8hr', 'FLAD1_Stim8hr', 'MLST8_Stim8hr', 'GET1_Stim8hr', 'OGT_Stim8hr', 'PMVK_Stim8hr', 'BHLHE40_Stim8hr', 'EXOC7_Stim8hr', 'CNOT4_Stim8hr', 'EIPR1_Stim8hr', 'FBXO11_Stim48hr', 'CUL4B_Stim8hr', 'ITSN1_Stim8hr', 'GJC1_Stim8hr']",Exocyst complex,"['EXOC7', 'EXOC4']",0.048780488,0.012207199,8,2,41,1,CL:13584,"['EXOC7', 'EXOC4']",0.048780488,0.009284419,7,2,41,1,Vesicle tethering involved in exocytosis,KEGG_ABC_TRANSPORTERS,[],0,1,44,0,41,1,REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM,"['EXOC7', 'EXOC4']",0.048780488,0.076468227,21,2,41,1,0.147428944,0.135667814,0.043363498,0.042872357,Rest_Stim8hr
81,core BAF subunits,0.319798849,10,4,"['SMARCA4', 'SMARCB1', 'SMARCC1', 'SMARCE1']",2,4,4,"['SMARCA4_Stim48hr', 'SMARCB1_Rest', 'SMARCA4_Stim8hr', 'SMARCC1_Stim8hr', 'SMARCE1_Stim48hr', 'SMARCC1_Stim48hr', 'SMARCB1_Stim48hr', 'SMARCE1_Stim8hr', 'SMARCB1_Stim8hr', 'SMARCE1_Rest']","PBAF complex, BAF200-specific","['SMARCB1', 'SMARCA4', 'SMARCE1', 'SMARCC1']",1,1.41E-10,8,4,4,9.12E-06,CL:5108,"['SMARCB1', 'SMARCA4', 'SMARCE1', 'SMARCC1']",1,4.22E-10,10,4,4,5.46E-06,npBAF complex,KEGG_ABC_TRANSPORTERS,[],0,1,44,0,4,1,REACTOME_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX,"['SMARCB1', 'SMARCE1', 'SMARCC1', 'SMARCA4']",1,6.16E-09,18,4,4,6.98E-05,0.351597678,0.373193606,0.378375732,0.275716999,across_condition
82,unknown,0.113588739,7,7,"['KMT2C', 'KDM5C', 'IL2RB', 'ZBTB32', 'HMGXB3', 'TIMP1', 'GJC1']",0,2,5,"['KMT2C_Stim48hr', 'KDM5C_Stim8hr', 'IL2RB_Stim8hr', 'ZBTB32_Stim48hr', 'HMGXB3_Stim48hr', 'TIMP1_Stim48hr', 'GJC1_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,7,1,CL:39184,[],0,1,7,0,7,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,7,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,7,1,0.03422887,0.056747445,0.167098248,0.051071616,Stim48hr
83,unknown,0.246506686,6,6,"['EIF4G1', 'GRWD1', 'ZNHIT3', 'TPI1', 'GPALPP1', 'TSR2']",6,0,0,"['EIF4G1_Rest', 'GRWD1_Rest', 'ZNHIT3_Rest', 'TPI1_Rest', 'GPALPP1_Rest', 'TSR2_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,6,1,CL:905,"['TSR2', 'GRWD1']",0.333333333,0.062926892,133,2,6,1,"Preribosome, and Ribosome biogenesis",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,6,1,REACTOME_2_LTR_CIRCLE_FORMATION,[],0,1,7,0,6,1,0.295808023,0.285762895,0.322213258,0.180485736,across_condition
84,unknown,0.339749689,9,9,"['ANKRD49', 'UBC', 'DUSP12', 'REST', 'TCEAL3', 'DNAJC2', 'TEDC2', 'GMEB2', 'SLC31A1']",9,0,0,"['ANKRD49_Rest', 'UBC_Rest', 'DUSP12_Rest', 'REST_Rest', 'TCEAL3_Rest', 'DNAJC2_Rest', 'TEDC2_Rest', 'GMEB2_Rest', 'SLC31A1_Rest']",BCL6-HDAC4 complex,[],0,1,2,0,9,1,CL:39184,[],0,1,7,0,9,1,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0,1,44,0,9,1,REACTOME_PTEN_REGULATION,"['UBC', 'REST']",0.222222222,0.119888183,126,2,9,1,0.3822184,0.179154709,0.055105187,0.097535399,Rest
85,unknown,0.186316644,7,7,"['AKAP17A', 'DMRTA2', 'RBPJ', 'STAT6', 'NR2C2', 'IL4R', 'UQCRC2']",0,0,7,"['AKAP17A_Stim48hr', 'DMRTA2_Stim48hr', 'RBPJ_Stim48hr', 'STAT6_Stim48hr', 'NR2C2_Stim48hr', 'IL4R_Stim48hr', 'UQCRC2_Stim48hr']",BCL6-HDAC4 complex,[],0,1,2,0,7,1,CL:15942,"['IL4R', 'STAT6']",0.285714286,0.053139708,103,2,7,1,JAK-STAT signaling pathway,KEGG_JAK_STAT_SIGNALING_PATHWAY,"['IL4R', 'STAT6']",0.285714286,0.109755949,155,2,7,1,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,"['IL4R', 'STAT6']",0.285714286,0.060862307,111,2,7,1,0.019649069,0.079786296,0.217369418,0.03243279,Stim48hr
86,unknown,0.121665918,12,12,"['ATIC', 'RBM5', 'CWC27', 'PFAS', 'CDK5RAP3', 'MTHFD1', 'SUCLG1', 'PRPF39', 'MAU2', 'CCAR1', 'PPAT', 'VPS45']",0,12,0,"['ATIC_Stim8hr', 'RBM5_Stim8hr', 'CWC27_Stim8hr', 'PFAS_Stim8hr', 'CDK5RAP3_Stim8hr', 'MTHFD1_Stim8hr', 'SUCLG1_Stim8hr', 'PRPF39_Stim8hr', 'MAU2_Stim8hr', 'CCAR1_Stim8hr', 'PPAT_Stim8hr', 'VPS45_Stim8hr']","Spliceosome, A complex","['RBM5', 'CCAR1']",0.166666667,0.160071977,112,2,12,1,CL:2265,"['RBM5', 'CCAR1']",0.166666667,0.000564455,6,2,12,1,"mixed, incl. TARP syndrome, and BURAN domain",KEGG_ONE_CARBON_POOL_BY_FOLATE,"['ATIC', 'MTHFD1']",0.166666667,0.004919404,17,2,12,1,REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,"['ATIC', 'PPAT', 'PFAS']",0.25,3.29E-05,11,3,12,0.088110965,0.033535807,0.132726456,0.057284503,0.011707812,Stim8hr
87,Fanconi anemia complex,0.23989506,32,32,"['DDX17', 'HPS1', 'ERCC1', 'ERCC4', 'FANCM', 'USP10', 'RPUSD1', 'SOCS4', 'HAPSTR1', 'FANCB', 'XRCC2', 'FANCF', 'SLC25A27', 'FANCL', 'UBR5', 'COMMD10', 'STYXL1', 'UBE2N', 'BRD9', 'CHTF18', 'ZFYVE21', 'DEK', 'FANCD2', 'GID8', 'CTPS1', 'FANCI', 'OTUB1', 'PSMF1', 'SYK', 'UBE2T', 'HOXB2', 'ZBTB7A']",32,0,0,"['DDX17_Rest', 'HPS1_Rest', 'ERCC1_Rest', 'ERCC4_Rest', 'FANCM_Rest', 'USP10_Rest', 'RPUSD1_Rest', 'SOCS4_Rest', 'HAPSTR1_Rest', 'FANCB_Rest', 'XRCC2_Rest', 'FANCF_Rest', 'SLC25A27_Rest', 'FANCL_Rest', 'UBR5_Rest', 'COMMD10_Rest', 'STYXL1_Rest', 'UBE2N_Rest', 'BRD9_Rest', 'CHTF18_Rest', 'ZFYVE21_Rest', 'DEK_Rest', 'FANCD2_Rest', 'GID8_Rest', 'CTPS1_Rest', 'FANCI_Rest', 'OTUB1_Rest', 'PSMF1_Rest', 'SYK_Rest', 'UBE2T_Rest', 'HOXB2_Rest', 'ZBTB7A_Rest']",Fanconi anemia FAAP100 complex,"['FANCB', 'FANCL', 'FANCF', 'FANCM']",0.125,1.41E-05,10,4,32,0.095465051,CL:6299,"['FANCB', 'FANCD2', 'UBE2T', 'FANCM', 'FANCL', 'FANCI', 'FANCF']",0.21875,1.48E-08,20,7,32,0.000127472,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",KEGG_NUCLEOTIDE_EXCISION_REPAIR,"['ERCC4', 'ERCC1']",0.0625,0.173933519,44,2,32,1,REACTOME_FANCONI_ANEMIA_PATHWAY,"['FANCB', 'FANCD2', 'UBE2T', 'FANCL', 'FANCM', 'FANCI', 'ERCC4', 'FANCF', 'ERCC1']",0.28125,5.88E-09,39,9,32,6.98E-05,0.24763361,0.169670931,0.096916792,0.105985917,across_condition
