cluster,disease,gene_set,odds_ratio,ci_low,ci_high,p_value,p_adj_fdr,cluster_size,in_cluster_in_disease,in_cluster_not_disease,not_cluster_in_disease,not_cluster_not_disease,intersecting_genes,negative_control_disease
54,ankylosing spondylitis,downstream_Stim48hr,3.0530524017874896,1.430605047802893,5.939451773225674,0.0023420788898735057,0.013271780375949865,100,11.0,89.0,113.0,2793.0,"['PRKCB', 'IL10', 'ZC3H12C', 'IKZF1', 'SUCLG2', 'FOSL2', 'ETS1', 'ELOVL4', 'CD28', 'CPPED1', 'RASA3']",False
100,multiple sclerosis,downstream_Stim8hr,2.8930029589372217,1.247414694884233,5.949107469674911,0.007243436809975634,0.013682047307731753,100,9.0,91.0,105.0,3073.0,"['IRF8', 'PTPN22', 'BCL6', 'REL', 'EGR2', 'ETS1', 'UFM1', 'ADO', 'BACH2']",False
93,inflammatory bowel disease,downstream_Stim8hr,2.6869444891333885,1.4681762904126772,4.662936349015847,0.0008311711271125239,0.014129909160912906,100,17.0,83.0,225.0,2953.0,"['FYB1', 'IL2RA', 'TNFAIP3', 'SMAD3', 'IRF4', 'RBM17', 'IL10RA', 'STK17B', 'TUFM', 'HNRNPAB', 'CDC42SE2', 'NDFIP1', 'F5', 'FASLG', 'ARHGAP45', 'SEPTIN9', 'ADCY3']",False
88,atopic eczema,downstream_Stim48hr,3.469619501640573,1.400936709106938,7.501872592291813,0.004189214139860392,0.01424332807552533,100,8.0,92.0,71.0,2835.0,"['IL4', 'IL22', 'RYBP', 'LEF1', 'IL13', 'IL2', 'SATB1', 'STAT3']",False
110,multiple sclerosis,downstream_Stim8hr,9.45578951339061,1.6246637456076756,38.56820871001395,0.0071643110288660975,0.015224160936340457,12,3.0,9.0,111.0,3155.0,"['EAF2', 'ADO', 'EGR2']",False
46,ulcerative colitis,downstream_Stim8hr,3.147809161646805,1.4774017368492571,6.110902315605422,0.0018447130550445908,0.015680060967879023,100,11.0,89.0,120.0,3058.0,"['GALC', 'UBL3', 'KCTD20', 'FOXO1', 'TRABD2A', 'SP140L', 'FOSL2', 'JAK2', 'C8orf33', 'HECW2', 'INPP5A']",False
93,ulcerative colitis,downstream_Stim8hr,3.147809161646805,1.4774017368492571,6.110902315605422,0.0018447130550445908,0.015680060967879023,100,11.0,89.0,120.0,3058.0,"['FYB1', 'IL2RA', 'TNFAIP3', 'SMAD3', 'IL10RA', 'STK17B', 'TUFM', 'HNRNPAB', 'NDFIP1', 'SEPTIN9', 'ADCY3']",False
25,ankylosing spondylitis,downstream_Stim8hr,3.2605226811825676,1.5290021122192419,6.336731453288019,0.00143185109427086,0.016675930457034232,100,11.0,89.0,116.0,3062.0,"['SMAD2', 'SMAD3', 'APOBR', 'PATJ', 'SP140L', 'FOSL2', 'RIPK2', 'IL7R', 'CA11', 'FRMD4B', 'AGK']",False
25,psoriasis,downstream_Stim8hr,3.1207943205379407,1.465021357072016,6.056849067044821,0.001961874171415792,0.016675930457034232,100,11.0,89.0,121.0,3057.0,"['COMMD9', 'SMAD3', 'APOBR', 'SP140L', 'FOSL2', 'RIPK2', 'SP110', 'IL7R', 'CSF2RB', 'AGK', 'GATA3']",False
86,celiac disease,downstream_Stim48hr,4.127362234304027,1.5398960675739861,9.457500448672652,0.0030109776725478843,0.017062206811104676,100,7.0,93.0,52.0,2854.0,"['IL2RA', 'TNFAIP3', 'ETS1', 'PDIA3', 'ANKRD10', 'AEBP2', 'TAGAP']",False
86,inflammatory bowel disease,downstream_Stim48hr,2.416234151191634,1.3202766407939732,4.193046193253825,0.0023492195316376606,0.017062206811104676,100,17.0,83.0,227.0,2679.0,"['ACTA2', 'RBM17', 'IL2RA', 'TNFAIP3', 'RYBP', 'IL21R', 'C12orf75', 'FAS', 'CDKN1A', 'SLC39A8', 'ETS1', 'TRIM22', 'FADS2', 'CREM', 'TAGAP', 'FADS1', 'TMBIM1']",False
110,rheumatoid arthritis,downstream_Stim8hr,6.240793069890078,1.3653652899817887,23.49517742227046,0.009465791751470989,0.017879828863889644,12,4.0,8.0,242.0,3024.0,"['MAP3K8', 'ADO', 'NFKBIA', 'EGR2']",False
89,multiple sclerosis,downstream_Stim8hr,3.2821722598167073,1.4788885967792382,6.561455346943984,0.002157455882078759,0.01833837499766945,100,10.0,90.0,104.0,3074.0,"['VEGFB', 'UBASH3B', 'AHI1', 'ITPR1', 'IFI30', 'NLRC5', 'IL7R', 'TYMP', 'MYB', 'GATA3']",False
94,asthma,downstream_Stim8hr,2.5496021209213984,1.3110052076867682,4.6289746737351765,0.0032465011407184635,0.018396839797404627,95,14.0,81.0,202.0,2981.0,"['IL4', 'DPP4', 'VIM', 'SOCS3', 'DMAC1', 'KLF3', 'TCF7', 'TGFBR3', 'CSF2', 'BCL2L11', 'FASLG', 'CYFIP2', 'IL2', 'CXCR4']",False
94,autoimmune disease,downstream_Stim8hr,1.9782959715373245,1.2272396133209342,3.1255396922417793,0.0025491070555339643,0.018396839797404627,95,30.0,65.0,602.0,2581.0,"['CD40LG', 'TNFSF8', 'BCL2L11', 'PGS1', 'ERAP1', 'NCLN', 'DMAC1', 'KLF3', 'TGFBR3', 'CSF2', 'CD109', 'IL2', 'RSRP1', 'EOMES', 'CXCR4', 'CDC37', 'LTA', 'MAST4', 'KMT2A', 'CUTA', 'PSAT1', 'CD200', 'SAT1', 'PSMB9', 'PNKD', 'DPP4', 'SOCS3', 'TCF7', 'RBM33', 'FASLG']",False
94,rheumatoid arthritis,downstream_Stim8hr,2.5992272250842605,1.3934646364488426,4.578350312362442,0.0015587577970269679,0.018396839797404627,95,16.0,79.0,230.0,2953.0,"['ERAP1', 'LTA', 'KMT2A', 'DPP4', 'SOCS3', 'CUTA', 'DMAC1', 'TCF7', 'PGS1', 'CSF2', 'BCL2L11', 'PSMB9', 'PNKD', 'IL2', 'RSRP1', 'EOMES']",False
8,ulcerative colitis,downstream_Stim48hr,2.9102617602563035,1.4123816888176375,5.517837467886937,0.0022442736731173095,0.01907632622149713,100,12.0,88.0,130.0,2776.0,"['IL2RA', 'TNFAIP3', 'RYBP', 'PSMG1', 'TET2', 'PSAT1', 'CDKN1A', 'FOSL2', 'CTH', 'CD28', 'SATB1', 'STAT3']",False
38,multiple sclerosis,downstream_Rest,3.309029609007838,1.415841845967952,6.8759589431361166,0.00338083219036962,0.019158049078761178,100,9.0,91.0,81.0,2712.0,"['CTSH', 'PTGER4', 'VMP1', 'GNG2', 'LEF1', 'CD6', 'ETS1', 'CD28', 'SATB1']",False
27,age-related macular degeneration,downstream_Stim48hr,6.310938297410492,1.8406448800485202,17.37357676124515,0.0023180442032955653,0.019703375728012305,100,5.0,95.0,24.0,2882.0,"['KMT2E', 'NUDC', 'RASGRP1', 'FAM98B', 'GTF2A2']",True
27,systemic lupus erythematosus,downstream_Stim48hr,3.2626425106501853,1.5261827634462,6.361487548664952,0.0014595015132222642,0.019703375728012305,100,11.0,89.0,106.0,2800.0,"['CD44', 'ARL4C', 'DCTD', 'IKZF1', 'RASGRP1', 'CTLA4', 'ETS1', 'FAM98B', 'MAF', 'ARID5B', 'CD47']",False
100,Hashimoto's thyroiditis,downstream_Stim8hr,3.1123099184133762,1.177565201023885,6.989857737096514,0.011632406663607724,0.01977509132813313,100,7.0,93.0,75.0,3103.0,"['AGO2', 'PTPN22', 'IL21R', 'BCL6', 'CD226', 'NR3C1', 'BACH2']",False
86,asthma,downstream_Stim48hr,2.3613125088646156,1.2428972415530397,4.21181781946053,0.004670074025541623,0.019847814608551898,100,15.0,85.0,202.0,2704.0,"['SLC7A5', 'RBM17', 'IL2RA', 'TNFAIP3', 'RYBP', 'IL21R', 'CXCR4', 'SLC39A8', 'CRTAP', 'ETS1', 'PLXNC1', 'MYB', 'FADS2', 'FADS1', 'DARS1']",False
34,multiple sclerosis,downstream_Stim48hr,3.3961830971266864,1.5247214003886644,6.822128123415514,0.0017584955554084262,0.019907670563924798,100,10.0,90.0,92.0,2814.0,"['IL2RA', 'CXCR4', 'PSMG1', 'TET2', 'BATF3', 'PHGDH', 'CLEC2D', 'CD28', 'SATB1', 'STAT3']",False
34,ankylosing spondylitis,downstream_Stim48hr,3.0530524017874896,1.430605047802893,5.939451773225674,0.0023420788898735057,0.019907670563924798,100,11.0,89.0,113.0,2793.0,"['IL2RA', 'TNFAIP3', 'SOCS3', 'SELL', 'PSMG1', 'FOSL2', 'CTH', 'CD28', 'ZMAT3', 'SATB1', 'STAT3']",False
100,asthma,downstream_Stim8hr,2.1891342160625338,1.1016224127096306,4.028280719435554,0.01295843584994967,0.020026673586285855,100,13.0,87.0,203.0,2975.0,"['TRAF1', 'CNN2', 'NAB2', 'IL21R', 'NAMPT', 'BCL6', 'IL18RAP', 'EGR2', 'CSF2', 'ETS1', 'CD226', 'ADO', 'BACH2']",False
93,celiac disease,downstream_Stim8hr,4.342095048069686,1.478780530596523,10.543144190126828,0.004530036771218125,0.020384857059237146,100,6.0,94.0,46.0,3132.0,"['IL2RA', 'TNFAIP3', 'SMAD3', 'IRF4', 'INPP4A', 'FASLG']",False
93,age-related macular degeneration,downstream_Stim8hr,5.168671197384095,1.5381767994541549,13.778484736602834,0.004796436955114622,0.020384857059237146,100,5.0,95.0,32.0,3146.0,"['CNN2', 'EIF4E3', 'FYB1', 'CMSS1', 'OAS1']",True
83,multiple sclerosis,downstream_Stim8hr,2.8930029589372217,1.247414694884233,5.949107469674911,0.007243436809975634,0.02052307096159763,100,9.0,91.0,105.0,3073.0,"['CBLB', 'IRF8', 'PTPN22', 'CD69', 'EGR2', 'NDFIP1', 'IL7R', 'CD109', 'STAT3']",False
54,multiple sclerosis,downstream_Stim48hr,2.989726000960619,1.2847448773932646,6.176268592460291,0.00609402834130227,0.020719696360427718,100,9.0,91.0,93.0,2813.0,"['ANXA3', 'DST', 'SLC44A2', 'IKZF1', 'BATF3', 'ETS1', 'NFKBIZ', 'ELMO1', 'CD28']",False
54,inflammatory bowel disease,downstream_Stim48hr,2.2364438217858287,1.2018073000381673,3.927243410531368,0.005835032829697187,0.020719696360427718,100,16.0,84.0,228.0,2678.0,"['MBD2', 'PRKCB', 'IL10', 'CDYL2', 'ZC3H12C', 'IKZF1', 'FOSL2', 'ETS1', 'NFKBIZ', 'TSPAN3', 'P4HA2', 'ELMO1', 'CD28', 'MGAT5', 'ACTN1', 'SEPTIN9']",False
54,psoriasis,downstream_Stim48hr,2.719852455352967,1.228336213297993,5.420744787969506,0.007326337405500227,0.02075795598225064,100,10.0,90.0,114.0,2792.0,"['PRKCB', 'IL10', 'ZC3H12C', 'IKZF1', 'FOSL2', 'MAP3K1', 'ETS1', 'NFKBIZ', 'ELMO1', 'CD28']",False
90,atopic eczema,downstream_Stim8hr,3.43039900946541,1.4723245693428235,7.098331657783674,0.0026335018196526135,0.022384765467047214,100,9.0,91.0,89.0,3089.0,"['NSMCE1', 'IL4', 'IL22', 'TESPA1', 'NAB2', 'IRF4', 'IL26', 'AHI1', 'BCL2L11']",False
90,asthma,downstream_Stim8hr,2.6125684408329874,1.3751940769998863,4.659811668867381,0.0019487624673136957,0.022384765467047214,100,15.0,85.0,201.0,2977.0,"['NSMCE1', 'ARHGEF3', 'IL4', 'TESPA1', 'NAB2', 'IRF4', 'TCF7', 'AHI1', 'SESN1', 'BCL2L11', 'GPR18', 'NEK6', 'CD28', 'ZC3H12D', 'FLNB']",False
78,psoriasis,downstream_Rest,2.871211089694441,1.2935431407371039,5.740853064368474,0.005275327134130614,0.022420140320055112,100,10.0,90.0,104.0,2689.0,"['PRKCB', 'PTPN22', 'IKZF1', 'B3GNT2', 'GPR18', 'CTSW', 'RNASET2', 'TNFRSF14', 'SATB1', 'RNF145']",False
86,ulcerative colitis,downstream_Stim48hr,2.6168890355031396,1.2306507870119079,5.067127463838138,0.006697308425359109,0.02277084864622097,100,11.0,89.0,131.0,2775.0,"['ACTA2', 'IL2RA', 'TNFAIP3', 'RYBP', 'FAS', 'CDKN1A', 'ETS1', 'FADS2', 'CREM', 'TAGAP', 'FADS1']",False
38,rheumatoid arthritis,downstream_Stim8hr,2.440464642042791,1.311781450557172,4.284187882856995,0.0027019138072960354,0.0229662673620163,100,16.0,84.0,230.0,2948.0,"['PHLDA1', 'FKBP5', 'IL21R', 'SELL', 'NCK2', 'GSE1', 'LEF1', 'ZBTB21', 'PRDM1', 'NEK6', 'PDE4A', 'IL7R', 'ANXA11', 'NR3C1', 'FYN', 'RNF145']",False
78,Hashimoto's thyroiditis,downstream_Rest,3.485228043590805,1.3072566704309696,7.925078348165668,0.006976388684113399,0.023719721525985556,100,7.0,93.0,59.0,2734.0,"['PTPN22', 'IKZF2', 'B3GNT2', 'CD247', 'TRAT1', 'TNFRSF14', 'RNASET2']",False
80,autoimmune disease,downstream_Stim48hr,1.9238899201539068,1.2101548436222511,3.003040426850167,0.002814685604951168,0.02392482764208493,100,32.0,68.0,571.0,2335.0,"['CTSH', 'ITGAM', 'FAS', 'PPP2R5C', 'CD6', 'CEP128', 'STAT1', 'PDK1', 'DOCK9', 'CD69', 'KLF3', 'CSF2', 'CLEC2D', 'TP53INP1', 'ACTN1', 'RIN3', 'LTA', 'FUT8', 'EDARADD', 'ZFP36L2', 'NFKBIZ', 'TMEM71', 'ARID5B', 'SYNE2', 'SEPTIN9', 'TBX21', 'CCR2', 'PXYLP1', 'MAPK1', 'HDAC7', 'PDIA3', 'SHISA2']",False
80,Hashimoto's thyroiditis,downstream_Stim48hr,3.9853409837573506,1.6009268516517652,8.679022432995437,0.0019402633384149126,0.02392482764208493,100,8.0,92.0,62.0,2844.0,"['CD69', 'EDARADD', 'ZFP36L2', 'NFKBIZ', 'TMEM71', 'ARID5B', 'CEP128', 'TBX21']",False
59,chronic kidney disease,downstream_Stim8hr,3.4925751432955776,1.2004179934771528,8.365613667502029,0.011548446489071164,0.024540448789276224,100,6.0,94.0,57.0,3121.0,"['CELF1', 'DPP4', 'ASXL1', 'RASGRP1', 'PDE4D', 'CCND1']",True
110,autoimmune disease,downstream_Stim8hr,4.214698621779831,1.1226690732420839,15.822828602047743,0.016083705063072978,0.024856635097476418,12,6.0,6.0,626.0,2640.0,"['MAP3K8', 'EAF2', 'EGR2', 'NFKBIA', 'IQCN', 'ADO']",False
110,celiac disease,downstream_Stim8hr,12.825768969832671,1.333430393271272,62.49080864055675,0.014717385393757578,0.024856635097476418,12,2.0,10.0,50.0,3216.0,"['ADO', 'EGR2']",False
46,ankylosing spondylitis,downstream_Stim8hr,2.9054233770485274,1.3131025126803093,5.78504027891665,0.004767525241281926,0.025275875486561218,100,10.0,90.0,117.0,3061.0,"['GALC', 'FOXO1', 'HDAC4', 'NCK2', 'ARSB', 'FOSL2', 'SP140L', 'JAK2', 'ABTB3', 'CA11']",False
46,autoimmune disease,downstream_Stim8hr,1.8334886579123975,1.1428656635483414,2.8795612505755535,0.005947264820367345,0.025275875486561218,100,30.0,70.0,602.0,2576.0,"['CBLB', 'SEH1L', 'NCK2', 'RNASET2', 'KCTD20', 'ACTR2', 'UBL3', 'FOXO1', 'HDAC4', 'MLKL', 'WDR36', 'PSD3', 'ARPC2', 'GALC', 'ARHGAP15', 'TRABD2A', 'ARSB', 'FOSL2', 'ABTB3', 'CA11', 'C8orf33', 'HIVEP2', 'HECW2', 'INPP5A', 'MBD2', 'DENND3', 'SP140L', 'ATP2A2', 'JAK2', 'F5']",False
64,autoimmune disease,downstream_Stim8hr,1.9259692387851353,1.2065516054671679,3.014135396951555,0.0030040878189655793,0.025527617823978475,100,31.0,69.0,601.0,2577.0,"['CBLB', 'TNFAIP3', 'RCC1', 'ADGRE5', 'CDKN3', 'HIF1A', 'UFM1', 'NUDT1', 'KIF11', 'IGF1R', 'FEN1', 'DUSP5', 'PCMTD1', 'PTGER4', 'CD69', 'CSK', 'NR3C1', 'TRAF1', 'ELF1', 'IL10', 'CD44', 'TNFAIP8', 'ZBTB21', 'CCR2', 'BHLHE40', 'MFSD6', 'PTPN22', 'SENP6', 'JARID2', 'HDGF', 'UBLCP1']",False
85,Crohn's disease,downstream_Stim8hr,2.9314081636407847,1.3245690282065412,5.838394783033171,0.00450487373364326,0.025527617823978475,100,10.0,90.0,116.0,3062.0,"['SOCS1', 'LRRC32', 'IL2RA', 'RBPJ', 'SLC39A8', 'TNFRSF14', 'AKAP11', 'USP12', 'CYLD', 'GATA3']",False
90,Crohn's disease,downstream_Stim8hr,2.9314081636407847,1.3245690282065412,5.838394783033171,0.00450487373364326,0.025527617823978475,100,10.0,90.0,116.0,3062.0,"['IL10', 'IRF8', 'IRF4', 'SLC43A3', 'BCL2L11', 'GPR18', 'NEK6', 'CD28', 'TRIM22', 'JUND']",False
64,Crohn's disease,downstream_Stim8hr,2.9314081636407847,1.3245690282065412,5.838394783033171,0.00450487373364326,0.025527617823978475,100,10.0,90.0,116.0,3062.0,"['ELF1', 'IL10', 'PTGER4', 'PTPN22', 'TNFAIP3', 'HDGF', 'NUDT1', 'KIF11', 'FEN1', 'DUSP5']",False
8,asthma,downstream_Stim48hr,2.3613125088646156,1.2428972415530397,4.21181781946053,0.004670074025541623,0.02646375281140253,100,15.0,85.0,202.0,2704.0,"['PFKFB3', 'EEF2', 'IL2RA', 'SATB1', 'TNFAIP3', 'RYBP', 'SOCS3', 'CXCR4', 'TET2', 'SEC61B', 'CD28', 'PGD', 'CLIC4', 'WARS1', 'IL2RB']",False
83,ankylosing spondylitis,downstream_Stim8hr,2.563610289903947,1.1085331075714393,5.251609106926674,0.01427627786188246,0.027380572345293105,100,9.0,91.0,118.0,3060.0,"['IRF8', 'PTPN22', 'TNFAIP3', 'EGR2', 'NDFIP1', 'ADAT2', 'IL7R', 'ZMAT3', 'STAT3']",False
83,type 1 diabetes mellitus,downstream_Stim8hr,2.7316064510625573,1.113968934909479,5.825391863579915,0.014495597123978703,0.027380572345293105,100,8.0,92.0,98.0,3080.0,"['CD44', 'PTPN22', 'TNFAIP3', 'ANK3', 'CD69', 'EGR2', 'IL7R', 'FADS2']",False
83,Hashimoto's thyroiditis,downstream_Stim8hr,3.1123099184133762,1.177565201023885,6.989857737096514,0.011632406663607724,0.027380572345293105,100,7.0,93.0,75.0,3103.0,"['CBLB', 'CD44', 'PTPN22', 'IL21R', 'CD69', 'TMSB4X', 'IL7R']",False
82,type 1 diabetes mellitus,downstream_Stim48hr,3.4346886780266748,1.5414911319548907,6.902562300660887,0.0016306626820754417,0.02772126559528251,100,10.0,90.0,91.0,2815.0,"['CD44', 'ANXA1', 'IL2RA', 'SHC4', 'STAT4', 'CD6', 'PSMB9', 'GLUL', 'CCR2', 'GATA3']",False
90,rheumatoid arthritis,downstream_Stim8hr,2.25057003771705,1.1872757710996684,4.003241175028185,0.0067857653074158775,0.02883950255651748,100,15.0,85.0,231.0,2947.0,"['PHC1', 'TESPA1', 'IRF8', 'IL10', 'IRF4', 'ZNF704', 'GSE1', 'TCF7', 'BCL2L11', 'GPR18', 'NEK6', 'GPR174', 'M6PR', 'ANXA11', 'CD28']",False
38,ankylosing spondylitis,downstream_Rest,2.93484972002508,1.2603114271535183,6.068432045797279,0.006837539590794485,0.02905954326087656,100,9.0,91.0,91.0,2702.0,"['PTGER4', 'SELL', 'GSE1', 'CD6', 'ETS1', 'TPP2', 'CD28', 'FKBP5', 'SATB1']",False
89,asthma,downstream_Stim8hr,2.39743106823424,1.2356731454265844,4.339283401730252,0.005226332490250641,0.029615884111420295,100,14.0,86.0,202.0,2976.0,"['GPR183', 'ORMDL3', 'SMAD3', 'ID2', 'NCOA1', 'KLF3', 'IL7R', 'AHI1', 'CSF2', 'RMC1', 'P4HA2', 'COL6A3', 'MYB', 'GATA3']",False
59,rheumatoid arthritis,downstream_Stim8hr,2.0665513824121295,1.0674090691225488,3.7305169499226314,0.015833813400980303,0.029908314201851683,100,14.0,86.0,232.0,2946.0,"['IL10', 'IRF8', 'DPP4', 'KIF7', 'FAS', 'RASGRP1', 'FOSL2', 'REL', 'PRDM1', 'CTLA4', 'GPR174', 'NPEPPS', 'CD28', 'BACH2']",False
69,ulcerative colitis,downstream_Rest,4.153726071330966,1.531608917692791,9.690140979523424,0.003131365585353244,0.030329743240760314,44,7.0,37.0,124.0,2725.0,"['SOCS1', 'ACTA2', 'PTGIR', 'CDKN1A', 'GPR18', 'SATB1', 'NSUN6']",False
69,ankylosing spondylitis,downstream_Rest,4.622681743532321,1.558726573711662,11.393558293920284,0.003568205087148272,0.030329743240760314,44,6.0,38.0,94.0,2755.0,"['SOCS1', 'ACTA2', 'PHLDA1', 'GPR18', 'PSMB9', 'SATB1']",False
85,multiple sclerosis,downstream_Stim8hr,2.8930029589372217,1.247414694884233,5.949107469674911,0.007243436809975634,0.030784606442396445,100,9.0,91.0,105.0,3073.0,"['AFF1', 'SOCS1', 'IL2RA', 'TXK', 'CEP57', 'MAP3K14', 'ITPR1', 'PLEC', 'GATA3']",False
8,ankylosing spondylitis,downstream_Stim48hr,2.719852455352967,1.228336213297993,5.420744787969506,0.007326337405500227,0.031136933973375965,100,10.0,90.0,114.0,2792.0,"['IL2RA', 'TNFAIP3', 'SOCS3', 'PSMG1', 'FOSL2', 'CTH', 'CD28', 'ZMAT3', 'SATB1', 'STAT3']",False
89,ankylosing spondylitis,downstream_Stim48hr,2.719852455352967,1.228336213297993,5.420744787969506,0.007326337405500227,0.031136933973375965,100,10.0,90.0,114.0,2792.0,"['RASA3', 'FUT8', 'ARSB', 'SPEF2', 'KIF21B', 'JAK2', 'PSMB9', 'NFKBIA', 'IL7R', 'SATB1']",False
64,systemic lupus erythematosus,downstream_Stim8hr,2.7125024374183244,1.2278212612687631,5.3898212207432294,0.007330908663865692,0.031156361821429192,100,10.0,90.0,125.0,3053.0,"['TRAF1', 'ELF1', 'PTGER4', 'IL10', 'CD44', 'TNFAIP3', 'MFSD6', 'PTPN22', 'JARID2', 'CSK']",False
93,atopic eczema,downstream_Stim8hr,2.9819486986869155,1.213243596051176,6.379650881156252,0.009238229087727787,0.031409978898274474,100,8.0,92.0,90.0,3088.0,"['RBM17', 'IL2RA', 'TNFAIP3', 'SMAD3', 'IRF4', 'CDC42SE2', 'S100A11', 'FASLG']",False
94,asthma,downstream_Stim48hr,2.3613125088646156,1.2428972415530397,4.21181781946053,0.004670074025541623,0.03176991114824009,100,15.0,85.0,202.0,2704.0,"['IL4', 'IL2RA', 'ANKH', 'DPP4', 'IL5', 'SOCS3', 'RNF125', 'KAT6A', 'ZBTB1', 'PDE4D', 'CSF2', 'IL13', 'CYFIP2', 'RAD50', 'GATA3']",False
94,rheumatoid arthritis,downstream_Stim48hr,2.247128215617535,1.2074666721485572,3.946331516750432,0.005606454908512958,0.03176991114824009,100,16.0,84.0,227.0,2679.0,"['LTA', 'IL2RA', 'DPP4', 'STAT3', 'PHLDA1', 'SOCS3', 'LEF1', 'CSF2', 'NARF', 'STAT1', 'PSMB9', 'IFNG', 'IL13', 'CEMIP2', 'FGFR1', 'GATA3']",False
27,type 1 diabetes mellitus,downstream_Stim48hr,3.0232695098677898,1.298751083006932,6.248221242651538,0.0057114813307822185,0.03236506087443257,100,9.0,91.0,92.0,2814.0,"['CD44', 'DCTD', 'IKZF1', 'RASGRP1', 'CTLA4', 'MACF1', 'MAF', 'CLEC2D', 'CCR2']",False
93,Crohn's disease,downstream_Stim8hr,2.586351093750117,1.1181465634140504,5.299595190803411,0.013602429250973758,0.033034471038079126,100,9.0,91.0,117.0,3061.0,"['RBM17', 'IL2RA', 'TNFAIP3', 'SMAD3', 'IRF4', 'TUFM', 'NDFIP1', 'FASLG', 'ADCY3']",False
93,asthma,downstream_Stim8hr,2.1891342160625338,1.1016224127096306,4.028280719435554,0.01295843584994967,0.033034471038079126,100,13.0,87.0,203.0,2975.0,"['SLC7A5', 'CNN2', 'ARHGAP15', 'IL2RA', 'TNFAIP3', 'SMAD3', 'IRF4', 'IKBKE', 'NAMPT', 'RBM17', 'CDC42SE2', 'NDFIP1', 'FASLG']",False
54,Crohn's disease,downstream_Stim48hr,2.3908980158626254,1.0829106963256427,4.746907997585381,0.015802219941998864,0.033579717376747586,100,10.0,90.0,129.0,2777.0,"['PRKCB', 'IL10', 'ZC3H12C', 'IKZF1', 'FOSL2', 'ETS1', 'ELMO1', 'CD28', 'MGAT5', 'ACTN1']",False
54,systemic lupus erythematosus,downstream_Stim48hr,2.561064304100329,1.1049825025495885,5.262019345170711,0.014546292231254797,0.033579717376747586,100,9.0,91.0,108.0,2798.0,"['PRKCB', 'IL10', 'DRAM1', 'CD44', 'IKZF1', 'CTLA4', 'ETS1', 'CPPED1', 'MGAT5']",False
78,systemic lupus erythematosus,downstream_Rest,2.581673446359995,1.1124760233092574,5.313338498121894,0.014013907056377218,0.03403377427977324,100,9.0,91.0,103.0,2690.0,"['PRKCB', 'PTPN22', 'MSRA', 'IKZF1', 'IKZF2', 'IDUA', 'BCL2L11', 'PRDX6', 'NCOR2']",False
78,rheumatoid arthritis,downstream_Rest,2.121264348302499,1.092876394919603,3.8413870149618234,0.01336512105609934,0.03403377427977324,100,14.0,86.0,199.0,2594.0,"['PRKCB', 'SPNS3', 'PTPN22', 'IKZF1', 'B3GNT2', 'IDUA', 'BCL2L11', 'GPR18', 'PRDX6', 'CD244', 'RNASET2', 'TNFRSF14', 'SATB1', 'RNF145']",False
82,Crohn's disease,downstream_Rest,5.298479629158311,1.7576110934379583,13.398080890074134,0.0020438902267210864,0.03474613385425847,34,6.0,28.0,111.0,2748.0,"['APOBR', 'UBAC2', 'STAT4', 'RAPGEF6', 'TNFSF8', 'JAK2']",False
79,multiple sclerosis,regulators,16.892723873144988,1.497346692098407,120.84555954079089,0.011934499028851336,0.03498835608734649,6,2.0,4.0,53.0,1801.0,"['BATF', 'STAT3']",False
79,autoimmune disease,regulators,8.95478702165563,1.2774768479116883,99.37298622308525,0.012348831560239937,0.03498835608734649,6,4.0,2.0,338.0,1516.0,"['IRF4', 'BATF', 'STAT3', 'IPMK']",False
83,systemic lupus erythematosus,downstream_Stim8hr,2.394670779628528,1.036997567392115,4.895904186413404,0.020592342653298863,0.03500698251060806,100,9.0,91.0,126.0,3052.0,"['IRF8', 'CD44', 'TNFAIP3', 'PTPN22', 'JARID2', 'EGR2', 'CSK', 'ADAT2', 'IL7R']",False
59,systemic lupus erythematosus,downstream_Stim8hr,2.394670779628528,1.036997567392115,4.895904186413404,0.020592342653298863,0.03500698251060806,100,9.0,91.0,126.0,3052.0,"['IL10', 'IRF8', 'GLS', 'RASGRP1', 'REL', 'PRDM1', 'CTLA4', 'BACH2', 'CD47']",False
90,inflammatory bowel disease,downstream_Stim8hr,2.1056404514346467,1.0873246840854498,3.802268292173365,0.013851791943778956,0.03520359301537685,100,14.0,86.0,228.0,2950.0,"['LRRC58', 'IL10', 'FYB1', 'IRF8', 'IRF4', 'SLC43A3', 'HNRNPAB', 'BCL2L11', 'GPR18', 'NEK6', 'CD28', 'TRIM22', 'ODC1', 'JUND']",False
90,Hashimoto's thyroiditis,downstream_Stim8hr,3.1123099184133762,1.177565201023885,6.989857737096514,0.011632406663607724,0.03520359301537685,100,7.0,93.0,75.0,3103.0,"['IRF4', 'GSE1', 'TCF7', 'SESN1', 'NEK6', 'GPR174', 'JUND']",False
90,type 1 diabetes mellitus,downstream_Stim8hr,2.7316064510625573,1.113968934909479,5.825391863579915,0.014495597123978703,0.03520359301537685,100,8.0,92.0,98.0,3080.0,"['PHC1', 'IL10', 'COPRS', 'EMB', 'IRF4', 'FAM184A', 'M6PR', 'FLNB']",False
82,atopic eczema,downstream_Stim48hr,3.469619501640573,1.400936709106938,7.501872592291813,0.004189214139860392,0.03560832018881333,100,8.0,92.0,71.0,2835.0,"['IL4', 'IL2RA', 'ID2', 'PLK2', 'CSF2', 'SLAMF1', 'RPRD2', 'GATA3']",False
