gene_symbol	g2p_id	g2p_disease_name	g2p_disease_mondo	g2p_confidence	g2p_mechanism	g2p_reviewed_pmid_count	dismech_candidate_count	dismech_direct_candidate_count	best_dismech_match_class	best_dismech_file	best_dismech_disease_name	best_dismech_disease_mondo	best_match_reasons	best_shared_hpo_count	best_shared_section_reviewed_pmid_count	best_shared_disease_reviewed_pmid_count	related_direct_disorders	related_direct_match_count	row_status	curation_priority	curation_action	curation_note
AKAP9	G2P03865	AKAP9-related long QT syndrome	MONDO:0002442	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AKR1D1	G2P01533	AKR1D1-related bile acid synthesis defect, congenital	MONDO:0009339	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AKR1E2	G2P02047	AKR1E2-related congenital cataract	MONDO:0005129	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AKT2	G2P03220	AKT2-related hypoinsulinemic hypoglycemia and hemihypertrophy	MONDO:0009416	definitive	undetermined	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AKT3	G2P01092	AKT3-related hemimegalencephaly	MONDO:0011313	strong	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALAD	G2P00549	ALAD-related acute hepatic porphyria	MONDO:0013000	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH18A1	G2P01681	ALDH18A1-related cutis laxa	MONDO:0014706	definitive	gain of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH18A1	G2P00390	ALDH18A1-related developmental disorder-joint hypermobility-skin laxity with or without metabolic abnormalities		definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH18A1	G2P02080	ALDH18A1-related spastic paraplegia (biallelic)	MONDO:0014702	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH18A1	G2P00159	ALDH18A1-related spastic paraplegia (monoallelic)	MONDO:0014702	definitive	dominant negative	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH1A2	G2P03158	ALDH1A2-related diaphragmatic hernia and pulmonary hypoplasia	MONDO:0859571	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH1A3	G2P01075	ALDH1A3-related anophthalmia/microphthalmia	MONDO:0016764	definitive	loss of function	7	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH3A2	G2P01224	ALDH3A2-related Sjogren-Larsson syndrome	MONDO:0010031	definitive	loss of function	7	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH4A1	G2P01129	ALDH4A1-related hyperprolinemia	MONDO:0009401	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH5A1	G2P00600	ALDH5A1-related succinate semialdehyde dehydrogenase deficiency	MONDO:0010083	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDH7A1	G2P00979	ALDH7A1-related pyridoxine-dependent epilepsy	MONDO:0020741	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALDOA	G2P00859	ALDOA-related glycogen storage disease	MONDO:0012747	definitive	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG1	G2P00215	ALG1-related congenital disorder of glycosylation	MONDO:0012052	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG11	G2P00230	ALG11-related congenital disorder of glycosylation	MONDO:0013349	strong	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG12	G2P00433	ALG12-related congenital disorder of glycosylation	MONDO:0011783	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG13	G2P01271	ALG13-related congenital disorder of glycosylation	MONDO:0010472	strong	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG2	G2P01120	ALG2-related congenital disorder of glycosylation	MONDO:0011933	strong	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG3	G2P01070	ALG3-related congenital disorder of glycosylation	MONDO:0010998	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG6	G2P00743	ALG6-related congenital disorder of glycosylation	MONDO:0011291	definitive	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG8	G2P00205	ALG8-related congenital disorder of glycosylation	MONDO:0011969	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALG9	G2P00006	ALG9-related congenital disorder of glycosylation	MONDO:0012117	strong	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALKBH8	G2P03222	ALKBH8-related intellectual disability, microcephaly and seizures	MONDO:0032789	definitive	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALOX12B	G2P02716	ALOX12B-related congenital ichthyosis	MONDO:0009439	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALOXE3	G2P02717	ALOXE3-related congenital ichthyosis	MONDO:0011680	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALPK1	G2P02652	ALPK1-related ROSAH syndrome	MONDO:0013999	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALS2	G2P00686	ALS2-related disorder		definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALX1	G2P00429	ALX1-related frontonasal dysplasia	MONDO:0013271	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALX3	G2P01052	ALX3-related frontonasal dysplasia	MONDO:0007636	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALX4	G2P01047	ALX4-related frontonasal dysplasia	MONDO:0013268	definitive	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ALX4	G2P01174	ALX4-related parietal foramina	MONDO:0012309	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AMACR	G2P02081	AMACR-related alpha-methylacyl-CoA racemase deficiency	MONDO:0013681	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AMFR	G2P03504	AMFR-related spastic paraplegia with or without neurodevelopmental delay	MONDO:0957274	moderate	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AMOTL1	G2P03429	AMOTL1-related orofacial clefting, cardiac anomalies, and tall stature	MONDO:0971064	moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AMPD2	G2P00455	AMPD2-related pontocerebellar hypoplasia	MONDO:0014351	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANAPC1	G2P02663	ANAPC1-related Rothmund-Thomson syndrome	MONDO:0016368	definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANGPT2	G2P03493	ANGPT2-related non-immune hydrops fetalis		limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANK2	G2P03803	ANK2-related Brugada syndrome	MONDO:0015263	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANK2	G2P03822	ANK2-related catecholaminergic polymorphic ventricular tachycardia	MONDO:0017990	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANK2	G2P03866	ANK2-related long QT syndrome	MONDO:0002442	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANK2	G2P02923	ANK2-related neurodevelopmental disorder	MONDO:0700092	limited	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANKH	G2P01595	ANKH-related chondrocalcinosis	MONDO:0007319	definitive	undetermined	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANKH	G2P00896	ANKH-related craniometaphyseal dysplasia Jackson type	MONDO:0007397	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANKRD1	G2P03826	ANKRD1-related dilated cardiomyopathy	MONDO:0016333	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANKRD1	G2P03851	ANKRD1-related hypertrophic cardiomyopathy	MONDO:0024573	disputed	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANKRD11	G2P00381	ANKRD11-related KBG syndrome	MONDO:0007846	definitive	undetermined	34	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANKRD17	G2P03124	ANKRD17-related neurodevelopmental disorder	MONDO:0859186	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANKRD26	G2P00781	ANKRD26-related thrombocytopenia	MONDO:0008555	strong	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANO1	G2P03118	ANO1-related intestinal disease	MONDO:0859289	limited	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANO3	G2P03570	ANO3-related dystonia	MONDO:0014019	limited	undetermined	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANO5	G2P01377	ANO5-related gnathodiaphyseal dysplasia	MONDO:0008151	moderate	gain of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANO5	G2P00871	ANO5-related limb-girdle muscular dystrophy	MONDO:0012652	limited	loss of function	6	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANTXR1	G2P00350	ANTXR1-related GAPO syndrome	MONDO:0009263	definitive	loss of function	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ANTXR2	G2P02726	ANTXR2-related juvenile hyaline fibromatosis	MONDO:0016071	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP1B1	G2P02834	AP1B1-related keratitis-ichthyosis-deafness syndrome (KIDAR)	MONDO:0009440	moderate	undetermined	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP1G1	G2P03187	AP1G1-related intellectual disability	MONDO:0859196	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP1G1	G2P03188	AP1G1-related intellectual disability and epilepsy	MONDO:0859174	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP1S2	G2P00282	AP1S2-related intellectual developmental disorder	MONDO:0010574	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP1S3	G2P03617	AP1S3-related psoriasis, pustular, susceptibility to	MONDO:0014494	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP2M1	G2P02769	AP2M1-related developmental and epileptic encephalopathy	MONDO:0032823	strong	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP2S1	G2P02867	AP2S1-related developmental disorder	MONDO:0700092	moderate	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP3B1	G2P02082	AP3B1-related Hermansky-Pudlak syndrome	MONDO:0011997	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP3B2	G2P01903	AP3B2-related epileptic encephalopathy with optic atrophy	MONDO:0015000	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP4B1	G2P00819	AP4B1-related cerebral palsy spastic quadriplegic	MONDO:0013551	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP4E1	G2P01151	AP4E1-related cerebral palsy spastic quadriplegic	MONDO:0013401	definitive	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP4M1	G2P00261	AP4M1-related cerebral palsy spastic quadriplegic	MONDO:0013048	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AP4S1	G2P01067	AP4S1-related cerebral palsy spastic quadriplegic	MONDO:0013552	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
APC2	G2P02811	APC2-related lissencephaly, subcortical heterotopia, and global developmental delay	MONDO:0032866	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
APCDD1	G2P03674	APCDD1-related generalised hereditary hypotrichosis simplex/hypotrichosis	MONDO:0011549	limited	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
APOA1	G2P02455	APOA1-related amyloidosis, familial visceral		definitive	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
APOA5	G2P02710	APOA5-related hypertriglycidaemia, familial	MONDO:0007788	definitive	undetermined	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
APOC2	G2P02709	APOC2-related hyperlipoproteinaemia	MONDO:0008810	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
APTX	G2P01241	APTX-related ataxia with oculomotor apraxia	MONDO:0008842	definitive	loss of function	5	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
AQP5	G2P02736	AQP5-related palmoplantar keratoderma, Bothnian type	MONDO:0010849	moderate	gain of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ARCN1	G2P01783	ARCN1-related microcephalic dwarfism		strong	loss of function	4	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ARF1	G2P02983	ARF1-related periventricular nodular heterotopia	MONDO:0032588	strong	undetermined	3	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ARF3	G2P03450	ARF3-related neurodevelopmental disorder	MONDO:0700092	moderate	dominant negative	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ARFGEF1	G2P03145	ARFGEF1-related intellectual disability and epilepsy	MONDO:0859263	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ARFGEF2	G2P00503	ARFGEF2-related periventricular heterotopia with microcephaly	MONDO:0011966	strong	loss of function	1	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ARHGAP31	G2P00313	ARHGAP31-related Adams-Oliver syndrome	MONDO:0024506	strong	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
ARHGAP35	G2P02873	ARHGAP35-related developmental disorder	MONDO:0700092	definitive	loss of function	2	0	0						0	0	0		0	NO_DISMECH_MATCH	CRITICAL	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.
